IdDetektor|DatumCas|Intenzita|IntenzitaN|Obsazenost|Rychlost|Stav|TypVozidla|Trvani100|RychlostHistorie|TypVozidla10
10112001|"2018-04-12 00:00:00.641"|1|1.00|100.00|62.00|0|2|0|""|2
IdDetektor|DatumCas|Intenzita|IntenzitaN|Obsazenost - procentuální obsazenost detektoru (průjezd vozidla nebo zastavení vozidla v určitém řezu nebo sledovaném jízdním pruhu za časovou jednotku)|Rychlost vozidla v km/h (0 - rychlost je neurčitá, nedá se stanovit)|Detektor funkční - 1; detektor nefunkční = 0|Bike = 1;Car = 2;Van = 3;Truck =4|Pauza mezi měřeními u RychlostHistorie [100ms]|Historie rychlosti k danému vozidlu až 10 sec zpětně. Formát: N1,R1;N2,R2;..., kde čas = T - N*100*Trvani100 [ms] a rychlost je v km/h|Plné označení typu vozidla: 0=Unknown;1=Motorbike(A);2=Car(B);3=CarWithTrailer(C);4=Van(D);5=VanWithTrailer(E);6=LightTruck(F);7=LightTruckWithTrailer(G);8=Truck(H);9=TruckWithTrailer(I);10=Bus(J)|
